,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hours,Drop Hours,Request Time Slot
788,6460,City,80.0,Trip Completed,2016-07-15 20:09:35,2016-07-15 20:52:51,20,20.0,Evening hours
789,269,City,81.0,Trip Completed,2016-11-07 06:44:00,2016-11-07 07:43:00,6,7.0,Early morning hours
790,336,Airport,81.0,Trip Completed,2016-11-07 07:50:00,2016-11-07 08:44:00,7,8.0,Early morning hours
791,1241,Airport,81.0,Trip Completed,2016-11-07 21:38:00,2016-11-07 22:42:00,21,22.0,Night hours
792,1651,Airport,81.0,Trip Completed,2016-12-07 07:21:00,2016-12-07 07:59:00,7,7.0,Early morning hours
793,1963,City,81.0,Trip Completed,2016-12-07 11:58:00,2016-12-07 13:01:00,11,13.0,Peak morning hours
794,2368,City,81.0,Trip Completed,2016-12-07 19:32:00,2016-12-07 20:23:00,19,20.0,Evening hours
795,3004,Airport,81.0,Trip Completed,2016-07-13 07:17:33,2016-07-13 08:26:41,7,8.0,Early morning hours
796,3310,City,81.0,Trip Completed,2016-07-13 11:55:29,2016-07-13 12:57:04,11,12.0,Peak morning hours
797,3391,City,81.0,Trip Completed,2016-07-13 14:34:59,2016-07-13 15:50:57,14,15.0,Noon hours
798,4194,Airport,81.0,Trip Completed,2016-07-14 05:27:03,2016-07-14 06:13:22,5,6.0,Early morning hours
799,5728,City,81.0,Trip Completed,2016-07-15 07:42:06,2016-07-15 08:45:07,7,8.0,Early morning hours
800,6091,City,81.0,Trip Completed,2016-07-15 14:37:20,2016-07-15 15:17:05,14,15.0,Noon hours
801,6748,Airport,81.0,Trip Completed,2016-07-15 23:45:24,2016-07-16 00:51:38,23,0.0,Night hours
802,286,City,82.0,Trip Completed,2016-11-07 06:58:00,2016-11-07 07:54:00,6,7.0,Early morning hours
803,547,Airport,82.0,Trip Completed,2016-11-07 10:01:00,2016-11-07 10:47:00,10,10.0,Peak morning hours
804,574,City,82.0,Trip Completed,2016-11-07 10:58:00,2016-11-07 11:39:00,10,11.0,Peak morning hours
805,936,Airport,82.0,Trip Completed,2016-11-07 18:28:00,2016-11-07 19:25:00,18,19.0,Evening hours
806,1514,Airport,82.0,Trip Completed,2016-12-07 05:41:00,2016-12-07 06:18:00,5,6.0,Early morning hours
807,1656,City,82.0,Trip Completed,2016-12-07 07:26:00,2016-12-07 08:35:00,7,8.0,Early morning hours
808,2405,Airport,82.0,Trip Completed,2016-12-07 20:01:00,2016-12-07 20:53:00,20,20.0,Evening hours
809,3372,Airport,82.0,Trip Completed,2016-07-13 14:03:18,2016-07-13 14:37:56,14,14.0,Noon hours
810,4215,Airport,82.0,Trip Completed,2016-07-14 05:40:49,2016-07-14 06:38:45,5,6.0,Early morning hours
811,6486,City,82.0,Trip Completed,2016-07-15 20:26:16,2016-07-15 21:08:34,20,21.0,Evening hours
812,520,City,83.0,Trip Completed,2016-11-07 09:47:00,2016-11-07 10:43:00,9,10.0,Peak morning hours
813,1285,City,83.0,Trip Completed,2016-11-07 22:13:00,2016-11-07 23:17:00,22,23.0,Night hours
814,3394,City,83.0,Trip Completed,2016-07-13 14:51:48,2016-07-13 15:32:12,14,15.0,Noon hours
815,3520,City,83.0,Trip Completed,2016-07-13 17:43:14,2016-07-13 18:36:58,17,18.0,Evening hours
816,4998,City,83.0,Trip Completed,2016-07-14 18:52:48,2016-07-14 20:04:07,18,20.0,Evening hours
817,5377,City,83.0,Trip Completed,2016-07-14 23:42:02,2016-07-15 00:39:38,23,0.0,Night hours
818,5759,City,83.0,Trip Completed,2016-07-15 08:16:35,2016-07-15 08:54:41,8,8.0,Peak morning hours
819,422,City,84.0,Trip Completed,2016-11-07 08:42:00,2016-11-07 09:56:00,8,9.0,Peak morning hours
820,578,Airport,84.0,Trip Completed,2016-11-07 11:03:00,2016-11-07 11:53:00,11,11.0,Peak morning hours
821,3035,City,84.0,Trip Completed,2016-07-13 07:31:14,2016-07-13 08:47:40,7,8.0,Early morning hours
822,3728,Airport,84.0,Trip Completed,2016-07-13 20:03:07,2016-07-13 21:16:50,20,21.0,Evening hours
823,4097,City,84.0,Trip Completed,2016-07-14 03:15:23,2016-07-14 04:05:22,3,4.0,Early morning hours
824,5184,City,84.0,Trip Completed,2016-07-14 20:42:24,2016-07-14 21:49:56,20,21.0,Evening hours
825,5404,City,84.0,Trip Completed,2016-07-15 01:12:58,2016-07-15 02:05:26,1,2.0,Early morning hours
826,5525,Airport,84.0,Trip Completed,2016-07-15 05:18:23,2016-07-15 06:36:52,5,6.0,Early morning hours
827,6392,Airport,84.0,Trip Completed,2016-07-15 19:24:23,2016-07-15 20:31:59,19,20.0,Evening hours
828,603,Airport,85.0,Trip Completed,2016-11-07 11:43:00,2016-11-07 12:56:00,11,12.0,Peak morning hours
829,1956,City,85.0,Trip Completed,2016-12-07 11:45:00,2016-12-07 12:32:00,11,12.0,Peak morning hours
830,2914,Airport,85.0,Trip Completed,2016-07-13 06:16:45,2016-07-13 06:51:33,6,6.0,Early morning hours
831,3434,Airport,85.0,Trip Completed,2016-07-13 16:07:30,2016-07-13 16:48:47,16,16.0,Noon hours
832,3454,City,85.0,Trip Completed,2016-07-13 16:57:25,2016-07-13 18:07:08,16,18.0,Noon hours
833,3809,City,85.0,Trip Completed,2016-07-13 20:58:30,2016-07-13 21:43:20,20,21.0,Evening hours
834,3947,Airport,85.0,Trip Completed,2016-07-13 22:39:30,2016-07-13 23:15:31,22,23.0,Night hours
835,4319,Airport,85.0,Trip Completed,2016-07-14 06:54:47,2016-07-14 08:09:53,6,8.0,Early morning hours
836,4716,City,85.0,Trip Completed,2016-07-14 13:36:45,2016-07-14 14:08:52,13,14.0,Noon hours
837,5790,Airport,85.0,Trip Completed,2016-07-15 08:31:42,2016-07-15 09:40:10,8,9.0,Peak morning hours
838,6205,Airport,85.0,Trip Completed,2016-07-15 17:26:43,2016-07-15 18:38:55,17,18.0,Evening hours
839,6727,Airport,85.0,Trip Completed,2016-07-15 23:25:29,2016-07-16 00:19:56,23,0.0,Night hours
840,51,City,86.0,Trip Completed,2016-11-07 03:34:00,2016-11-07 04:33:00,3,4.0,Early morning hours
841,446,City,86.0,Trip Completed,2016-11-07 09:07:00,2016-11-07 10:08:00,9,10.0,Peak morning hours
842,1252,City,86.0,Trip Completed,2016-11-07 21:51:00,2016-11-07 22:58:00,21,22.0,Night hours
843,1380,Airport,86.0,Trip Completed,2016-12-07 01:01:00,2016-12-07 02:15:00,1,2.0,Early morning hours
844,1638,City,86.0,Trip Completed,2016-12-07 07:15:00,2016-12-07 07:50:00,7,7.0,Early morning hours
845,2152,Airport,86.0,Trip Completed,2016-12-07 17:25:00,2016-12-07 17:55:00,17,17.0,Evening hours
846,3125,City,86.0,Trip Completed,2016-07-13 08:45:44,2016-07-13 09:19:27,8,9.0,Peak morning hours
847,3366,City,86.0,Trip Completed,2016-07-13 13:45:51,2016-07-13 14:34:41,13,14.0,Noon hours
848,4632,Airport,86.0,Trip Completed,2016-07-14 11:21:39,2016-07-14 12:20:11,11,12.0,Peak morning hours
849,5924,City,86.0,Trip Completed,2016-07-15 10:09:09,2016-07-15 10:47:56,10,10.0,Peak morning hours
850,6133,Airport,86.0,Trip Completed,2016-07-15 15:43:08,2016-07-15 16:15:26,15,16.0,Noon hours
851,6316,Airport,86.0,Trip Completed,2016-07-15 18:35:07,2016-07-15 19:07:32,18,19.0,Evening hours
852,6609,City,86.0,Trip Completed,2016-07-15 21:44:29,2016-07-15 22:55:40,21,22.0,Night hours
853,246,Airport,87.0,Trip Completed,2016-11-07 06:35:00,2016-11-07 07:10:00,6,7.0,Early morning hours
854,980,Airport,87.0,Trip Completed,2016-11-07 19:00:00,2016-11-07 20:15:00,19,20.0,Evening hours
855,1677,City,87.0,Trip Completed,2016-12-07 07:38:00,2016-12-07 08:16:00,7,8.0,Early morning hours
856,4620,City,87.0,Trip Completed,2016-07-14 10:59:15,2016-07-14 12:14:06,10,12.0,Peak morning hours
857,4848,Airport,87.0,Trip Completed,2016-07-14 17:33:47,2016-07-14 18:16:00,17,18.0,Evening hours
858,5402,Airport,87.0,Trip Completed,2016-07-15 01:06:24,2016-07-15 01:48:20,1,1.0,Early morning hours
859,5971,Airport,87.0,Trip Completed,2016-07-15 11:04:56,2016-07-15 11:47:41,11,11.0,Peak morning hours
860,6113,City,87.0,Trip Completed,2016-07-15 15:15:03,2016-07-15 16:22:39,15,16.0,Noon hours
861,6508,City,87.0,Trip Completed,2016-07-15 20:40:24,2016-07-15 21:39:52,20,21.0,Evening hours
862,746,Airport,88.0,Trip Completed,2016-11-07 15:47:00,2016-11-07 16:34:00,15,16.0,Noon hours
863,1488,Airport,88.0,Trip Completed,2016-12-07 05:31:00,2016-12-07 06:38:00,5,6.0,Early morning hours
864,1838,City,88.0,Trip Completed,2016-12-07 09:40:00,2016-12-07 10:10:00,9,10.0,Peak morning hours
865,2839,Airport,88.0,Trip Completed,2016-07-13 05:20:59,2016-07-13 06:05:31,5,6.0,Early morning hours
866,4391,City,88.0,Trip Completed,2016-07-14 07:52:04,2016-07-14 09:02:00,7,9.0,Early morning hours
867,4701,City,88.0,Trip Completed,2016-07-14 13:09:42,2016-07-14 13:49:32,13,13.0,Noon hours
868,5171,Airport,88.0,Trip Completed,2016-07-14 20:29:51,2016-07-14 21:35:12,20,21.0,Evening hours
869,5962,City,88.0,Trip Completed,2016-07-15 10:48:38,2016-07-15 11:55:36,10,11.0,Peak morning hours
870,6118,City,88.0,Trip Completed,2016-07-15 15:17:12,2016-07-15 16:19:24,15,16.0,Noon hours
871,6450,City,88.0,Trip Completed,2016-07-15 20:01:09,2016-07-15 20:59:46,20,20.0,Evening hours
872,257,Airport,89.0,Trip Completed,2016-11-07 06:38:00,2016-11-07 07:50:00,6,7.0,Early morning hours
873,708,Airport,89.0,Trip Completed,2016-11-07 14:16:00,2016-11-07 14:48:00,14,14.0,Noon hours
874,891,Airport,89.0,Trip Completed,2016-11-07 18:10:00,2016-11-07 19:14:00,18,19.0,Evening hours
875,1748,City,89.0,Trip Completed,2016-12-07 08:33:00,2016-12-07 09:14:00,8,9.0,Peak morning hours
876,2625,City,89.0,Trip Completed,2016-12-07 22:09:00,2016-12-07 23:18:00,22,23.0,Night hours
877,3989,City,89.0,Trip Completed,2016-07-13 23:21:15,2016-07-14 00:31:11,23,0.0,Night hours
878,5285,Airport,89.0,Trip Completed,2016-07-14 21:42:42,2016-07-14 22:12:28,21,22.0,Night hours
879,6461,City,89.0,Trip Completed,2016-07-15 20:12:18,2016-07-15 21:12:20,20,21.0,Evening hours
880,1563,Airport,90.0,Trip Completed,2016-12-07 06:16:00,2016-12-07 07:32:00,6,7.0,Early morning hours
881,2207,Airport,90.0,Trip Completed,2016-12-07 17:56:00,2016-12-07 19:14:00,17,19.0,Evening hours
882,2879,City,90.0,Trip Completed,2016-07-13 05:59:51,2016-07-13 06:50:15,5,6.0,Early morning hours
883,3644,Airport,90.0,Trip Completed,2016-07-13 19:08:59,2016-07-13 19:54:48,19,19.0,Evening hours
884,3996,Airport,90.0,Trip Completed,2016-07-13 23:36:34,2016-07-14 00:35:55,23,0.0,Night hours
885,4355,City,90.0,Trip Completed,2016-07-14 07:19:07,2016-07-14 07:59:34,7,7.0,Early morning hours
886,4758,City,90.0,Trip Completed,2016-07-14 15:26:32,2016-07-14 16:07:31,15,16.0,Noon hours
887,6001,Airport,90.0,Trip Completed,2016-07-15 12:07:54,2016-07-15 13:18:10,12,13.0,Noon hours
888,1181,Airport,91.0,Trip Completed,2016-11-07 21:04:00,2016-11-07 22:06:00,21,22.0,Night hours
889,1297,City,91.0,Trip Completed,2016-11-07 22:22:00,2016-11-07 23:03:00,22,23.0,Night hours
890,1429,City,91.0,Trip Completed,2016-12-07 04:41:00,2016-12-07 05:22:00,4,5.0,Early morning hours
891,2104,City,91.0,Trip Completed,2016-12-07 16:07:00,2016-12-07 17:04:00,16,17.0,Noon hours
892,2736,City,91.0,Trip Completed,2016-07-13 02:43:10,2016-07-13 03:54:57,2,3.0,Early morning hours
893,3615,City,91.0,Trip Completed,2016-07-13 18:56:23,2016-07-13 19:43:28,18,19.0,Evening hours
894,4719,Airport,91.0,Trip Completed,2016-07-14 13:43:28,2016-07-14 14:46:06,13,14.0,Noon hours
895,4748,City,91.0,Trip Completed,2016-07-14 15:03:23,2016-07-14 16:22:04,15,16.0,Noon hours
896,870,City,92.0,Trip Completed,2016-11-07 17:57:00,2016-11-07 18:41:00,17,18.0,Evening hours
897,2124,Airport,92.0,Trip Completed,2016-12-07 16:53:00,2016-12-07 17:31:00,16,17.0,Noon hours
898,2457,Airport,92.0,Trip Completed,2016-12-07 20:31:00,2016-12-07 21:39:00,20,21.0,Evening hours
899,2621,City,92.0,Trip Completed,2016-12-07 22:05:00,2016-12-07 22:58:00,22,22.0,Night hours
900,3168,City,92.0,Trip Completed,2016-07-13 09:12:04,2016-07-13 10:08:48,9,10.0,Peak morning hours
901,3285,Airport,92.0,Trip Completed,2016-07-13 10:59:12,2016-07-13 12:00:50,10,12.0,Peak morning hours
902,3315,City,92.0,Trip Completed,2016-07-13 12:09:28,2016-07-13 13:19:04,12,13.0,Noon hours
903,5585,City,92.0,Trip Completed,2016-07-15 05:58:43,2016-07-15 07:10:36,5,7.0,Early morning hours
904,6235,City,92.0,Trip Completed,2016-07-15 17:47:05,2016-07-15 18:20:13,17,18.0,Evening hours
905,913,Airport,93.0,Trip Completed,2016-11-07 18:18:00,2016-11-07 19:15:00,18,19.0,Evening hours
906,1852,City,93.0,Trip Completed,2016-12-07 09:43:00,2016-12-07 10:58:00,9,10.0,Peak morning hours
907,3117,Airport,93.0,Trip Completed,2016-07-13 08:34:53,2016-07-13 09:07:49,8,9.0,Peak morning hours
908,3392,Airport,93.0,Trip Completed,2016-07-13 14:46:13,2016-07-13 15:17:16,14,15.0,Noon hours
909,4722,City,93.0,Trip Completed,2016-07-14 13:50:32,2016-07-14 14:59:32,13,14.0,Noon hours
910,692,Airport,94.0,Trip Completed,2016-11-07 13:49:00,2016-11-07 14:29:00,13,14.0,Noon hours
911,1351,Airport,94.0,Trip Completed,2016-11-07 23:44:00,2016-12-07 00:49:00,23,0.0,Night hours
912,1800,City,94.0,Trip Completed,2016-12-07 09:09:00,2016-12-07 10:05:00,9,10.0,Peak morning hours
913,2434,City,94.0,Trip Completed,2016-12-07 20:16:00,2016-12-07 21:15:00,20,21.0,Evening hours
914,3212,City,94.0,Trip Completed,2016-07-13 09:48:28,2016-07-13 10:45:47,9,10.0,Peak morning hours
915,3340,City,94.0,Trip Completed,2016-07-13 12:45:18,2016-07-13 13:37:51,12,13.0,Noon hours
916,3598,Airport,94.0,Trip Completed,2016-07-13 18:38:49,2016-07-13 19:40:08,18,19.0,Evening hours
917,53,Airport,95.0,Trip Completed,2016-11-07 03:30:00,2016-11-07 04:22:00,3,4.0,Early morning hours
918,3558,Airport,95.0,Trip Completed,2016-07-13 18:14:56,2016-07-13 18:51:03,18,18.0,Evening hours
919,4257,City,95.0,Trip Completed,2016-07-14 06:10:44,2016-07-14 07:08:09,6,7.0,Early morning hours
920,4869,City,95.0,Trip Completed,2016-07-14 17:49:44,2016-07-14 18:20:32,17,18.0,Evening hours
921,5548,City,95.0,Trip Completed,2016-07-15 05:24:22,2016-07-15 06:06:40,5,6.0,Early morning hours
922,5630,Airport,95.0,Trip Completed,2016-07-15 06:32:35,2016-07-15 07:14:40,6,7.0,Early morning hours
923,6645,City,95.0,Trip Completed,2016-07-15 22:10:21,2016-07-15 23:00:45,22,23.0,Night hours
924,156,Airport,96.0,Trip Completed,2016-11-07 05:35:00,2016-11-07 06:40:00,5,6.0,Early morning hours
925,350,City,96.0,Trip Completed,2016-11-07 07:53:00,2016-11-07 08:40:00,7,8.0,Early morning hours
926,976,Airport,96.0,Trip Completed,2016-11-07 18:54:00,2016-11-07 19:48:00,18,19.0,Evening hours
927,1344,City,96.0,Trip Completed,2016-11-07 23:35:00,2016-12-07 00:39:00,23,0.0,Night hours
928,1524,City,96.0,Trip Completed,2016-12-07 05:50:00,2016-12-07 06:59:00,5,6.0,Early morning hours
929,2143,Airport,96.0,Trip Completed,2016-12-07 17:15:00,2016-12-07 17:56:00,17,17.0,Evening hours
930,2353,City,96.0,Trip Completed,2016-12-07 19:31:00,2016-12-07 20:23:00,19,20.0,Evening hours
931,3028,Airport,96.0,Trip Completed,2016-07-13 07:28:45,2016-07-13 08:14:23,7,8.0,Early morning hours
932,3913,Airport,96.0,Trip Completed,2016-07-13 22:14:24,2016-07-13 22:56:32,22,22.0,Night hours
933,4274,City,96.0,Trip Completed,2016-07-14 06:18:59,2016-07-14 07:27:20,6,7.0,Early morning hours
934,4673,City,96.0,Trip Completed,2016-07-14 12:35:29,2016-07-14 13:44:08,12,13.0,Noon hours
935,6198,Airport,96.0,Trip Completed,2016-07-15 17:23:01,2016-07-15 18:11:45,17,18.0,Evening hours
936,569,Airport,97.0,Trip Completed,2016-11-07 10:37:00,2016-11-07 11:44:00,10,11.0,Peak morning hours
937,1626,Airport,97.0,Trip Completed,2016-12-07 06:58:00,2016-12-07 07:49:00,6,7.0,Early morning hours
938,3505,City,97.0,Trip Completed,2016-07-13 17:37:40,2016-07-13 18:22:34,17,18.0,Evening hours
939,3758,City,97.0,Trip Completed,2016-07-13 20:37:56,2016-07-13 21:16:23,20,21.0,Evening hours
940,4649,City,97.0,Trip Completed,2016-07-14 11:50:27,2016-07-14 12:44:54,11,12.0,Peak morning hours
941,4745,Airport,97.0,Trip Completed,2016-07-14 15:06:01,2016-07-14 16:05:37,15,16.0,Noon hours
942,5354,Airport,97.0,Trip Completed,2016-07-14 23:07:32,2016-07-15 00:01:32,23,0.0,Night hours
943,5953,City,97.0,Trip Completed,2016-07-15 10:42:09,2016-07-15 11:38:44,10,11.0,Peak morning hours
944,6577,City,97.0,Trip Completed,2016-07-15 21:19:03,2016-07-15 21:48:54,21,21.0,Night hours
945,1565,Airport,98.0,Trip Completed,2016-12-07 06:21:00,2016-12-07 07:32:00,6,7.0,Early morning hours
946,1973,Airport,98.0,Trip Completed,2016-12-07 12:17:00,2016-12-07 12:47:00,12,12.0,Noon hours
947,2363,Airport,98.0,Trip Completed,2016-12-07 19:31:00,2016-12-07 20:32:00,19,20.0,Evening hours
948,2994,City,98.0,Trip Completed,2016-07-13 07:15:27,2016-07-13 08:12:48,7,8.0,Early morning hours
949,3201,Airport,98.0,Trip Completed,2016-07-13 09:33:26,2016-07-13 10:17:39,9,10.0,Peak morning hours
950,3511,City,98.0,Trip Completed,2016-07-13 17:38:17,2016-07-13 18:54:39,17,18.0,Evening hours
951,3956,Airport,98.0,Trip Completed,2016-07-13 22:47:55,2016-07-13 23:41:58,22,23.0,Night hours
952,4359,City,98.0,Trip Completed,2016-07-14 07:27:05,2016-07-14 08:03:57,7,8.0,Early morning hours
953,4798,City,98.0,Trip Completed,2016-07-14 16:52:26,2016-07-14 17:39:23,16,17.0,Noon hours
954,5955,Airport,98.0,Trip Completed,2016-07-15 10:45:56,2016-07-15 11:48:25,10,11.0,Peak morning hours
955,6117,Airport,98.0,Trip Completed,2016-07-15 15:17:13,2016-07-15 16:06:54,15,16.0,Noon hours
956,6252,City,98.0,Trip Completed,2016-07-15 18:00:40,2016-07-15 18:46:03,18,18.0,Evening hours
957,101,Airport,99.0,Trip Completed,2016-11-07 05:08:00,2016-11-07 06:09:00,5,6.0,Early morning hours
958,351,City,99.0,Trip Completed,2016-11-07 07:53:00,2016-11-07 08:55:00,7,8.0,Early morning hours
959,871,City,99.0,Trip Completed,2016-11-07 17:57:00,2016-11-07 18:42:00,17,18.0,Evening hours
960,1330,Airport,99.0,Trip Completed,2016-11-07 23:11:00,2016-12-07 00:14:00,23,0.0,Night hours
961,3227,Airport,99.0,Trip Completed,2016-07-13 09:52:49,2016-07-13 10:33:38,9,10.0,Peak morning hours
962,4921,City,99.0,Trip Completed,2016-07-14 18:14:26,2016-07-14 19:20:18,18,19.0,Evening hours
963,5373,City,99.0,Trip Completed,2016-07-14 23:42:23,2016-07-15 00:17:24,23,0.0,Night hours
964,6612,Airport,99.0,Trip Completed,2016-07-15 21:49:41,2016-07-15 22:28:38,21,22.0,Night hours
965,50,City,100.0,Trip Completed,2016-11-07 03:22:00,2016-11-07 03:57:00,3,3.0,Early morning hours
966,102,Airport,100.0,Trip Completed,2016-11-07 05:01:00,2016-11-07 05:38:00,5,5.0,Early morning hours
967,211,City,100.0,Trip Completed,2016-11-07 06:08:00,2016-11-07 06:47:00,6,6.0,Early morning hours
968,510,City,100.0,Trip Completed,2016-11-07 09:40:00,2016-11-07 11:01:00,9,11.0,Peak morning hours
969,1548,Airport,100.0,Trip Completed,2016-12-07 06:10:00,2016-12-07 07:12:00,6,7.0,Early morning hours
970,2208,City,100.0,Trip Completed,2016-12-07 17:59:00,2016-12-07 19:00:00,17,19.0,Evening hours
971,4030,City,100.0,Trip Completed,2016-07-14 00:13:43,2016-07-14 00:47:55,0,0.0,Early morning hours
972,4370,City,100.0,Trip Completed,2016-07-14 07:36:53,2016-07-14 08:16:29,7,8.0,Early morning hours
973,5834,Airport,100.0,Trip Completed,2016-07-15 08:54:03,2016-07-15 10:05:53,8,10.0,Peak morning hours
974,639,City,101.0,Trip Completed,2016-11-07 12:28:00,2016-11-07 12:56:00,12,12.0,Noon hours
975,1451,Airport,101.0,Trip Completed,2016-12-07 04:53:00,2016-12-07 05:40:00,4,5.0,Early morning hours
976,2335,City,101.0,Trip Completed,2016-12-07 19:15:00,2016-12-07 20:02:00,19,20.0,Evening hours
977,2572,Airport,101.0,Trip Completed,2016-12-07 21:35:00,2016-12-07 22:42:00,21,22.0,Night hours
978,3326,Airport,101.0,Trip Completed,2016-07-13 12:29:20,2016-07-13 13:09:40,12,13.0,Noon hours
979,3916,City,101.0,Trip Completed,2016-07-13 22:08:13,2016-07-13 23:22:35,22,23.0,Night hours
980,4514,City,101.0,Trip Completed,2016-07-14 09:16:24,2016-07-14 10:16:38,9,10.0,Peak morning hours
981,6604,City,101.0,Trip Completed,2016-07-15 21:42:04,2016-07-15 22:19:18,21,22.0,Night hours
982,373,Airport,102.0,Trip Completed,2016-11-07 08:09:00,2016-11-07 09:16:00,8,9.0,Peak morning hours
983,1338,Airport,102.0,Trip Completed,2016-11-07 23:23:00,2016-11-07 23:58:00,23,23.0,Night hours
984,1830,City,102.0,Trip Completed,2016-12-07 09:33:00,2016-12-07 10:43:00,9,10.0,Peak morning hours
985,2274,City,102.0,Trip Completed,2016-12-07 18:33:00,2016-12-07 19:22:00,18,19.0,Evening hours
986,3224,Airport,102.0,Trip Completed,2016-07-13 09:52:22,2016-07-13 10:28:33,9,10.0,Peak morning hours
987,5321,City,102.0,Trip Completed,2016-07-14 22:09:50,2016-07-14 22:46:06,22,22.0,Night hours
988,5520,City,102.0,Trip Completed,2016-07-15 05:17:46,2016-07-15 06:01:41,5,6.0,Early morning hours
989,5842,City,102.0,Trip Completed,2016-07-15 09:04:30,2016-07-15 09:53:01,9,9.0,Peak morning hours
990,6429,Airport,102.0,Trip Completed,2016-07-15 19:49:10,2016-07-15 20:34:01,19,20.0,Evening hours
991,6704,Airport,102.0,Trip Completed,2016-07-15 22:58:01,2016-07-15 23:59:35,22,23.0,Night hours
992,2057,Airport,103.0,Trip Completed,2016-12-07 15:02:00,2016-12-07 15:36:00,15,15.0,Noon hours
993,3723,Airport,103.0,Trip Completed,2016-07-13 20:03:45,2016-07-13 20:57:08,20,20.0,Evening hours
994,4492,City,103.0,Trip Completed,2016-07-14 09:01:49,2016-07-14 10:05:11,9,10.0,Peak morning hours
995,5153,Airport,103.0,Trip Completed,2016-07-14 20:29:19,2016-07-14 21:38:20,20,21.0,Evening hours
996,6531,City,103.0,Trip Completed,2016-07-15 20:49:25,2016-07-15 21:27:36,20,21.0,Evening hours
997,521,City,104.0,Trip Completed,2016-11-07 09:48:00,2016-11-07 10:55:00,9,10.0,Peak morning hours
998,1850,City,104.0,Trip Completed,2016-12-07 09:45:00,2016-12-07 10:20:00,9,10.0,Peak morning hours
999,2851,Airport,104.0,Trip Completed,2016-07-13 05:31:53,2016-07-13 06:39:33,5,6.0,Early morning hours
1000,5380,Airport,104.0,Trip Completed,2016-07-14 23:50:28,2016-07-15 00:39:55,23,0.0,Night hours
1001,5917,Airport,104.0,Trip Completed,2016-07-15 10:04:16,2016-07-15 10:54:15,10,10.0,Peak morning hours
1002,148,Airport,105.0,Trip Completed,2016-11-07 05:36:00,2016-11-07 06:46:00,5,6.0,Early morning hours
1003,1113,City,105.0,Trip Completed,2016-11-07 20:18:00,2016-11-07 20:55:00,20,20.0,Evening hours
1004,1758,Airport,105.0,Trip Completed,2016-12-07 08:44:00,2016-12-07 09:19:00,8,9.0,Peak morning hours
1005,2395,Airport,105.0,Trip Completed,2016-12-07 19:55:00,2016-12-07 20:50:00,19,20.0,Evening hours
1006,2708,Airport,105.0,Trip Completed,2016-07-13 01:22:32,2016-07-13 02:35:10,1,2.0,Early morning hours
1007,2995,City,105.0,Trip Completed,2016-07-13 07:07:32,2016-07-13 08:08:45,7,8.0,Early morning hours
1008,3993,City,105.0,Trip Completed,2016-07-13 23:31:47,2016-07-14 00:14:14,23,0.0,Night hours
1009,4724,City,105.0,Trip Completed,2016-07-14 13:52:36,2016-07-14 14:29:40,13,14.0,Noon hours
1010,5144,Airport,105.0,Trip Completed,2016-07-14 20:21:02,2016-07-14 21:16:51,20,21.0,Evening hours
1011,5572,City,105.0,Trip Completed,2016-07-15 05:46:37,2016-07-15 06:40:01,5,6.0,Early morning hours
1012,5740,Airport,105.0,Trip Completed,2016-07-15 07:50:35,2016-07-15 08:58:39,7,8.0,Early morning hours
1013,5938,City,105.0,Trip Completed,2016-07-15 10:16:24,2016-07-15 11:06:42,10,11.0,Peak morning hours
1014,6299,City,105.0,Trip Completed,2016-07-15 18:25:54,2016-07-15 19:07:36,18,19.0,Evening hours
1015,6695,Airport,105.0,Trip Completed,2016-07-15 22:45:03,2016-07-16 00:02:06,22,0.0,Night hours
1016,507,Airport,106.0,Trip Completed,2016-11-07 09:40:00,2016-11-07 10:38:00,9,10.0,Peak morning hours
1017,1135,Airport,106.0,Trip Completed,2016-11-07 20:37:00,2016-11-07 21:29:00,20,21.0,Evening hours
1018,1479,City,106.0,Trip Completed,2016-12-07 05:16:00,2016-12-07 05:58:00,5,5.0,Early morning hours
1019,3275,City,106.0,Trip Completed,2016-07-13 10:39:32,2016-07-13 11:39:21,10,11.0,Peak morning hours
1020,4078,City,106.0,Trip Completed,2016-07-14 02:10:33,2016-07-14 03:05:32,2,3.0,Early morning hours
1021,4176,Airport,106.0,Trip Completed,2016-07-14 05:18:01,2016-07-14 06:01:38,5,6.0,Early morning hours
1022,4776,City,106.0,Trip Completed,2016-07-14 16:16:30,2016-07-14 17:31:10,16,17.0,Noon hours
1023,4899,Airport,106.0,Trip Completed,2016-07-14 18:02:51,2016-07-14 19:01:55,18,19.0,Evening hours
1024,35,City,107.0,Trip Completed,2016-11-07 02:36:00,2016-11-07 03:03:00,2,3.0,Early morning hours
1025,161,Airport,107.0,Trip Completed,2016-11-07 05:36:00,2016-11-07 06:10:00,5,6.0,Early morning hours
1026,831,Airport,107.0,Trip Completed,2016-11-07 17:30:00,2016-11-07 18:19:00,17,18.0,Evening hours
1027,1080,Airport,107.0,Trip Completed,2016-11-07 19:59:00,2016-11-07 20:38:00,19,20.0,Evening hours
1028,2496,City,107.0,Trip Completed,2016-12-07 20:53:00,2016-12-07 21:33:00,20,21.0,Evening hours
1029,3141,City,107.0,Trip Completed,2016-07-13 08:58:47,2016-07-13 09:28:32,8,9.0,Peak morning hours
